Subject,Sound,Response_preference,Response_score,Response_score_2,Difference_1,Difference_2,Difference_test,Difference_3,Category
123,dam.wav,s,1,-1,na,2,2,2,n
123,dam.wav,r,1,1,-2,na,-2,2,n
122,dam.wav,r,2,2,na,-2,-2,2,n
122,dam.wav,n,0,0,2,na,2,2,n
121,dam.wav,s,1,-1,na,1,1,1,n
121,dam.wav,n,0,0,-1,na,-1,1,n
120,dam.wav,r,1,1,na,-3,-3,3,n
120,dam.wav,s,2,-2,3,na,3,3,n
119,dam.wav,s,2,-2,na,4,4,4,n
119,dam.wav,r,2,2,-4,na,-4,4,n
118,dam.wav,r,2,2,na,0,0,0,n
118,dam.wav,r,2,2,0,na,0,0,n
117,dam.wav,n,0,0,na,2,2,2,n
117,dam.wav,r,2,2,-2,na,-2,2,n
116,dam.wav,s,2,-2,na,4,4,4,n
116,dam.wav,r,2,2,-4,na,-4,4,n
114,dam.wav,r,1,1,na,-1,-1,1,n
114,dam.wav,n,0,0,1,na,1,1,n
113,dam.wav,r,1,1,na,2,2,2,n
113,dam.wav,r,3,3,-2,na,-2,2,n
112,dam.wav,s,2,-2,na,0,0,0,n
112,dam.wav,s,2,-2,0,na,0,0,n
111,dam.wav,n,0,0,na,0,0,0,n
111,dam.wav,n,0,0,0,na,0,0,n
110,dam.wav,n,0,0,na,-1,-1,1,n
110,dam.wav,s,1,-1,1,na,1,1,n
109,dam.wav,r,1,1,na,0,0,0,n
109,dam.wav,r,1,1,0,na,0,0,n
107,dam.wav,r,1,1,na,-1,-1,1,n
107,dam.wav,n,0,0,1,na,1,1,n
106,dam.wav,r,2,2,na,-4,-4,4,n
106,dam.wav,s,2,-2,4,na,4,4,n
105,dam.wav,r,2,2,na,-1,-1,1,n
105,dam.wav,r,1,1,1,na,1,1,n
104,dam.wav,n,0,0,na,0,0,0,n
104,dam.wav,n,0,0,0,na,0,0,n
103,dam.wav,n,0,0,na,0,0,0,n
103,dam.wav,n,0,0,0,na,0,0,n
102,dam.wav,r,2,2,na,-3,-3,3,n
102,dam.wav,s,1,-1,3,na,3,3,n
101,dam.wav,n,0,0,na,1,1,1,n
101,dam.wav,r,1,1,-1,na,-1,1,n
108,dam.wav,r,2,2,na,-2,-2,2,n
108,dam.wav,n,0,0,2,na,2,2,n
123,dɒf.wav,r,2,2,na,1,1,1,n
123,dɒf.wav,r,3,3,-1,na,-1,1,n
122,dɒf.wav,n,0,0,na,1,1,1,n
122,dɒf.wav,r,1,1,-1,na,-1,1,n
121,dɒf.wav,n,0,0,na,0,0,0,n
121,dɒf.wav,n,0,0,0,na,0,0,n
120,dɒf.wav,s,1,-1,na,3,3,3,n
120,dɒf.wav,r,2,2,-3,na,-3,3,n
119,dɒf.wav,r,2,2,na,-4,-4,4,n
119,dɒf.wav,s,2,-2,4,na,4,4,n
118,dɒf.wav,r,1,1,na,0,0,0,n
118,dɒf.wav,r,1,1,0,na,0,0,n
117,dɒf.wav,r,1,1,na,-3,-3,3,n
117,dɒf.wav,s,2,-2,3,na,3,3,n
116,dɒf.wav,n,0,0,na,-2,-2,2,n
116,dɒf.wav,s,2,-2,2,na,2,2,n
114,dɒf.wav,n,0,0,na,1,1,1,n
114,dɒf.wav,r,1,1,-1,na,-1,1,n
113,dɒf.wav,r,1,1,na,2,2,2,n
113,dɒf.wav,r,3,3,-2,na,-2,2,n
112,dɒf.wav,r,2,2,na,-2,-2,2,n
112,dɒf.wav,n,0,0,2,na,2,2,n
111,dɒf.wav,r,1,1,na,-2,-2,2,n
111,dɒf.wav,s,1,-1,2,na,2,2,n
110,dɒf.wav,s,1,-1,na,1,1,1,n
110,dɒf.wav,n,0,0,-1,na,-1,1,n
109,dɒf.wav,s,1,-1,na,0,0,0,n
109,dɒf.wav,s,1,-1,0,na,0,0,n
107,dɒf.wav,n,0,0,na,-1,-1,1,n
107,dɒf.wav,s,1,-1,1,na,1,1,n
106,dɒf.wav,s,2,-2,na,4,4,4,n
106,dɒf.wav,r,2,2,-4,na,-4,4,n
105,dɒf.wav,n,0,0,na,1,1,1,n
105,dɒf.wav,r,1,1,-1,na,-1,1,n
104,dɒf.wav,n,0,0,na,0,0,0,n
104,dɒf.wav,n,0,0,0,na,0,0,n
103,dɒf.wav,n,0,0,na,0,0,0,n
103,dɒf.wav,n,0,0,0,na,0,0,n
102,dɒf.wav,s,1,-1,na,3,3,3,n
102,dɒf.wav,r,2,2,-3,na,-3,3,n
101,dɒf.wav,r,1,1,na,0,0,0,n
101,dɒf.wav,r,1,1,0,na,0,0,n
108,dɒf.wav,n,0,0,na,0,0,0,n
108,dɒf.wav,n,0,0,0,na,0,0,n
123,dul.wav,r,1,1,na,0,0,0,n
123,dul.wav,r,1,1,0,na,0,0,n
122,dul.wav,s,1,-1,na,2,2,2,n
122,dul.wav,r,1,1,-2,na,-2,2,n
121,dul.wav,s,2,-2,na,0,0,0,n
121,dul.wav,s,2,-2,0,na,0,0,n
120,dul.wav,r,1,1,na,-1,-1,1,n
120,dul.wav,n,0,0,1,na,1,1,n
119,dul.wav,r,2,2,na,0,0,0,n
119,dul.wav,r,2,2,0,na,0,0,n
118,dul.wav,r,1,1,na,0,0,0,n
118,dul.wav,r,1,1,0,na,0,0,n
117,dul.wav,n,0,0,na,0,0,0,n
117,dul.wav,n,0,0,0,na,0,0,n
116,dul.wav,s,2,-2,na,0,0,0,n
116,dul.wav,s,2,-2,0,na,0,0,n
114,dul.wav,r,1,1,na,1,1,1,n
114,dul.wav,r,2,2,-1,na,-1,1,n
113,dul.wav,r,3,3,na,-2,-2,2,n
113,dul.wav,r,1,1,2,na,2,2,n
112,dul.wav,r,3,3,na,-4,-4,4,n
112,dul.wav,s,1,-1,4,na,4,4,n
111,dul.wav,r,1,1,na,0,0,0,n
111,dul.wav,r,1,1,0,na,0,0,n
110,dul.wav,n,0,0,na,1,1,1,n
110,dul.wav,r,1,1,-1,na,-1,1,n
109,dul.wav,r,1,1,na,1,1,1,n
109,dul.wav,r,2,2,-1,na,-1,1,n
107,dul.wav,r,1,1,na,2,2,2,n
107,dul.wav,r,3,3,-2,na,-2,2,n
106,dul.wav,s,2,-2,na,4,4,4,n
106,dul.wav,r,2,2,-4,na,-4,4,n
105,dul.wav,r,1,1,na,-1,-1,1,n
105,dul.wav,n,0,0,1,na,1,1,n
104,dul.wav,n,0,0,na,0,0,0,n
104,dul.wav,n,0,0,0,na,0,0,n
103,dul.wav,n,0,0,na,0,0,0,n
103,dul.wav,n,0,0,0,na,0,0,n
102,dul.wav,r,2,2,na,-2,-2,2,n
102,dul.wav,n,0,0,2,na,2,2,n
101,dul.wav,s,2,-2,na,3,3,3,n
101,dul.wav,r,1,1,-3,na,-3,3,n
108,dul.wav,n,0,0,na,0,0,0,n
108,dul.wav,n,0,0,0,na,0,0,n
123,fɒd.wav,s,1,-1,na,2,2,2,n
123,fɒd.wav,r,1,1,-2,na,-2,2,n
122,fɒd.wav,r,1,1,na,-1,-1,1,n
122,fɒd.wav,n,0,0,1,na,1,1,n
121,fɒd.wav,n,0,0,na,0,0,0,n
121,fɒd.wav,n,0,0,0,na,0,0,n
120,fɒd.wav,s,1,-1,na,3,3,3,n
120,fɒd.wav,r,2,2,-3,na,-3,3,n
119,fɒd.wav,s,2,-2,na,0,0,0,n
119,fɒd.wav,s,2,-2,0,na,0,0,n
118,fɒd.wav,s,1,-1,na,2,2,2,n
118,fɒd.wav,r,1,1,-2,na,-2,2,n
117,fɒd.wav,s,2,-2,na,1,1,1,n
117,fɒd.wav,s,1,-1,-1,na,-1,1,n
116,fɒd.wav,n,0,0,na,-2,-2,2,n
116,fɒd.wav,s,2,-2,2,na,2,2,n
114,fɒd.wav,r,2,2,na,-3,-3,3,n
114,fɒd.wav,s,1,-1,3,na,3,3,n
113,fɒd.wav,r,2,2,na,1,1,1,n
113,fɒd.wav,r,3,3,-1,na,-1,1,n
112,fɒd.wav,s,2,-2,na,4,4,4,n
112,fɒd.wav,r,2,2,-4,na,-4,4,n
111,fɒd.wav,r,1,1,na,-2,-2,2,n
111,fɒd.wav,s,1,-1,2,na,2,2,n
110,fɒd.wav,s,1,-1,na,1,1,1,n
110,fɒd.wav,n,0,0,-1,na,-1,1,n
109,fɒd.wav,s,1,-1,na,0,0,0,n
109,fɒd.wav,s,1,-1,0,na,0,0,n
107,fɒd.wav,r,2,2,na,0,0,0,n
107,fɒd.wav,r,2,2,0,na,0,0,n
106,fɒd.wav,n,0,0,na,2,2,2,n
106,fɒd.wav,r,2,2,-2,na,-2,2,n
105,fɒd.wav,r,1,1,na,1,1,1,n
105,fɒd.wav,r,2,2,-1,na,-1,1,n
104,fɒd.wav,n,0,0,na,0,0,0,n
104,fɒd.wav,n,0,0,0,na,0,0,n
103,fɒd.wav,n,0,0,na,0,0,0,n
103,fɒd.wav,n,0,0,0,na,0,0,n
102,fɒd.wav,r,1,1,na,-2,-2,2,n
102,fɒd.wav,s,1,-1,2,na,2,2,n
101,fɒd.wav,r,1,1,na,0,0,0,n
101,fɒd.wav,r,1,1,0,na,0,0,n
108,fɒd.wav,r,2,2,na,0,0,0,n
108,fɒd.wav,r,2,2,0,na,0,0,n
123,fɛn.wav,s,2,-2,na,-1,-1,1,n
123,fɛn.wav,s,3,-3,1,na,1,1,n
122,fɛn.wav,r,1,1,na,-2,-2,2,n
122,fɛn.wav,s,1,-1,2,na,2,2,n
121,fɛn.wav,s,1,-1,na,1,1,1,n
121,fɛn.wav,n,0,0,-1,na,-1,1,n
120,fɛn.wav,n,0,0,na,2,2,2,n
120,fɛn.wav,r,2,2,-2,na,-2,2,n
119,fɛn.wav,s,2,-2,na,4,4,4,n
119,fɛn.wav,r,2,2,-4,na,-4,4,n
118,fɛn.wav,s,2,-2,na,3,3,3,n
118,fɛn.wav,r,1,1,-3,na,-3,3,n
117,fɛn.wav,s,2,-2,na,4,4,4,n
117,fɛn.wav,r,2,2,-4,na,-4,4,n
116,fɛn.wav,r,2,2,na,-1,-1,1,n
116,fɛn.wav,r,1,1,1,na,1,1,n
114,fɛn.wav,r,1,1,na,-1,-1,1,n
114,fɛn.wav,n,0,0,1,na,1,1,n
113,fɛn.wav,r,2,2,na,-2,-2,2,n
113,fɛn.wav,n,0,0,2,na,2,2,n
112,fɛn.wav,s,1,-1,na,0,0,0,n
112,fɛn.wav,s,1,-1,0,na,0,0,n
111,fɛn.wav,n,0,0,na,0,0,0,n
111,fɛn.wav,n,0,0,0,na,0,0,n
110,fɛn.wav,s,3,-3,na,6,6,6,n
110,fɛn.wav,r,3,3,-6,na,-6,6,n
109,fɛn.wav,r,1,1,na,-2,-2,2,n
109,fɛn.wav,s,1,-1,2,na,2,2,n
107,fɛn.wav,s,1,-1,na,1,1,1,n
107,fɛn.wav,n,0,0,-1,na,-1,1,n
106,fɛn.wav,s,2,-2,na,0,0,0,n
106,fɛn.wav,s,2,-2,0,na,0,0,n
105,fɛn.wav,n,0,0,na,-2,-2,2,n
105,fɛn.wav,s,2,-2,2,na,2,2,n
104,fɛn.wav,n,0,0,na,0,0,0,n
104,fɛn.wav,n,0,0,0,na,0,0,n
103,fɛn.wav,n,0,0,na,0,0,0,n
103,fɛn.wav,n,0,0,0,na,0,0,n
102,fɛn.wav,r,2,2,na,-2,-2,2,n
102,fɛn.wav,n,0,0,2,na,2,2,n
101,fɛn.wav,s,1,-1,na,2,2,2,n
101,fɛn.wav,r,1,1,-2,na,-2,2,n
108,fɛn.wav,s,1,-1,na,1,1,1,n
108,fɛn.wav,n,0,0,-1,na,-1,1,n
123,fim.wav,r,1,1,na,2,2,2,n
123,fim.wav,r,3,3,-2,na,-2,2,n
122,fim.wav,n,0,0,na,0,0,0,n
122,fim.wav,n,0,0,0,na,0,0,n
121,fim.wav,n,0,0,na,0,0,0,n
121,fim.wav,n,0,0,0,na,0,0,n
120,fim.wav,r,1,1,na,1,1,1,n
120,fim.wav,r,2,2,-1,na,-1,1,n
119,fim.wav,r,2,2,na,0,0,0,n
119,fim.wav,r,2,2,0,na,0,0,n
118,fim.wav,s,1,-1,na,2,2,2,n
118,fim.wav,r,1,1,-2,na,-2,2,n
117,fim.wav,s,2,-2,na,3,3,3,n
117,fim.wav,r,1,1,-3,na,-3,3,n
116,fim.wav,s,3,-3,na,1,1,1,n
116,fim.wav,s,2,-2,-1,na,-1,1,n
114,fim.wav,r,1,1,na,-1,-1,1,n
114,fim.wav,n,0,0,1,na,1,1,n
113,fim.wav,s,3,-3,na,5,5,5,n
113,fim.wav,r,2,2,-5,na,-5,5,n
112,fim.wav,r,3,3,na,-3,-3,3,n
112,fim.wav,n,0,0,3,na,3,3,n
111,fim.wav,s,2,-2,na,3,3,3,n
111,fim.wav,r,1,1,-3,na,-3,3,n
110,fim.wav,n,0,0,na,-1,-1,1,n
110,fim.wav,s,1,-1,1,na,1,1,n
109,fim.wav,s,2,-2,na,4,4,4,n
109,fim.wav,r,2,2,-4,na,-4,4,n
107,fim.wav,n,0,0,na,-1,-1,1,n
107,fim.wav,s,1,-1,1,na,1,1,n
106,fim.wav,s,3,-3,na,1,1,1,n
106,fim.wav,s,2,-2,-1,na,-1,1,n
105,fim.wav,s,1,-1,na,1,1,1,n
105,fim.wav,n,0,0,-1,na,-1,1,n
104,fim.wav,n,0,0,na,0,0,0,n
104,fim.wav,n,0,0,0,na,0,0,n
103,fim.wav,n,0,0,na,0,0,0,n
103,fim.wav,n,0,0,0,na,0,0,n
102,fim.wav,r,2,2,na,0,0,0,n
102,fim.wav,r,2,2,0,na,0,0,n
101,fim.wav,r,2,2,na,-3,-3,3,n
101,fim.wav,s,1,-1,3,na,3,3,n
108,fim.wav,r,2,2,na,-2,-2,2,n
108,fim.wav,n,0,0,2,na,2,2,n
123,fin.wav,r,1,1,na,2,2,2,n
123,fin.wav,r,3,3,-2,na,-2,2,n
122,fin.wav,n,0,0,na,0,0,0,n
122,fin.wav,n,0,0,0,na,0,0,n
121,fin.wav,n,0,0,na,0,0,0,n
121,fin.wav,n,0,0,0,na,0,0,n
120,fin.wav,r,2,2,na,-3,-3,3,n
120,fin.wav,s,1,-1,3,na,3,3,n
119,fin.wav,r,2,2,na,0,0,0,n
119,fin.wav,r,2,2,0,na,0,0,n
118,fin.wav,r,2,2,na,-1,-1,1,n
118,fin.wav,r,1,1,1,na,1,1,n
117,fin.wav,s,2,-2,na,0,0,0,n
117,fin.wav,s,2,-2,0,na,0,0,n
116,fin.wav,s,3,-3,na,5,5,5,n
116,fin.wav,r,2,2,-5,na,-5,5,n
114,fin.wav,r,1,1,na,-2,-2,2,n
114,fin.wav,s,1,-1,2,na,2,2,n
113,fin.wav,n,0,0,na,1,1,1,n
113,fin.wav,r,1,1,-1,na,-1,1,n
112,fin.wav,r,1,1,na,-3,-3,3,n
112,fin.wav,s,2,-2,3,na,3,3,n
111,fin.wav,s,1,-1,na,-1,-1,1,n
111,fin.wav,s,2,-2,1,na,1,1,n
110,fin.wav,n,0,0,na,2,2,2,n
110,fin.wav,r,2,2,-2,na,-2,2,n
109,fin.wav,s,1,-1,na,0,0,0,n
109,fin.wav,s,1,-1,0,na,0,0,n
107,fin.wav,s,1,-1,na,2,2,2,n
107,fin.wav,r,1,1,-2,na,-2,2,n
106,fin.wav,s,3,-3,na,1,1,1,n
106,fin.wav,s,2,-2,-1,na,-1,1,n
105,fin.wav,s,1,-1,na,-1,-1,1,n
105,fin.wav,s,2,-2,1,na,1,1,n
104,fin.wav,n,0,0,na,0,0,0,n
104,fin.wav,n,0,0,0,na,0,0,n
103,fin.wav,n,0,0,na,0,0,0,n
103,fin.wav,n,0,0,0,na,0,0,n
102,fin.wav,n,0,0,na,2,2,2,n
102,fin.wav,r,2,2,-2,na,-2,2,n
101,fin.wav,r,1,1,na,1,1,1,n
101,fin.wav,r,2,2,-1,na,-1,1,n
108,fin.wav,r,1,1,na,1,1,1,n
108,fin.wav,r,2,2,-1,na,-1,1,n
123,gal.wav,r,2,2,na,0,0,0,n
123,gal.wav,r,2,2,0,na,0,0,n
122,gal.wav,n,0,0,na,0,0,0,n
122,gal.wav,n,0,0,0,na,0,0,n
121,gal.wav,r,1,1,na,-1,-1,1,n
121,gal.wav,n,0,0,1,na,1,1,n
120,gal.wav,s,1,-1,na,3,3,3,n
120,gal.wav,r,2,2,-3,na,-3,3,n
119,gal.wav,s,2,-2,na,4,4,4,n
119,gal.wav,r,2,2,-4,na,-4,4,n
118,gal.wav,r,1,1,na,-1,-1,1,n
118,gal.wav,n,0,0,1,na,1,1,n
117,gal.wav,r,2,2,na,0,0,0,n
117,gal.wav,r,2,2,0,na,0,0,n
116,gal.wav,r,1,1,na,1,1,1,n
116,gal.wav,r,2,2,-1,na,-1,1,n
114,gal.wav,n,0,0,na,1,1,1,n
114,gal.wav,r,1,1,-1,na,-1,1,n
113,gal.wav,r,1,1,na,-1,-1,1,n
113,gal.wav,n,0,0,1,na,1,1,n
112,gal.wav,s,3,-3,na,4,4,4,n
112,gal.wav,r,1,1,-4,na,-4,4,n
111,gal.wav,r,2,2,na,-3,-3,3,n
111,gal.wav,s,1,-1,3,na,3,3,n
110,gal.wav,n,0,0,na,-2,-2,2,n
110,gal.wav,s,2,-2,2,na,2,2,n
109,gal.wav,s,2,-2,na,1,1,1,n
109,gal.wav,s,1,-1,-1,na,-1,1,n
107,gal.wav,r,2,2,na,-1,-1,1,n
107,gal.wav,r,1,1,1,na,1,1,n
106,gal.wav,r,2,2,na,1,1,1,n
106,gal.wav,r,3,3,-1,na,-1,1,n
105,gal.wav,n,0,0,na,1,1,1,n
105,gal.wav,r,1,1,-1,na,-1,1,n
104,gal.wav,s,1,-1,na,1,1,1,n
104,gal.wav,n,0,0,-1,na,-1,1,n
103,gal.wav,s,1,-1,na,2,2,2,n
103,gal.wav,r,1,1,-2,na,-2,2,n
102,gal.wav,r,2,2,na,-2,-2,2,n
102,gal.wav,n,0,0,2,na,2,2,n
101,gal.wav,s,1,-1,na,0,0,0,n
101,gal.wav,s,1,-1,0,na,0,0,n
108,gal.wav,n,0,0,na,1,1,1,n
108,gal.wav,r,1,1,-1,na,-1,1,n
123,gɒs.wav,r,2,2,na,-4,-4,4,n
123,gɒs.wav,s,2,-2,4,na,4,4,n
122,gɒs.wav,n,0,0,na,0,0,0,n
122,gɒs.wav,n,0,0,0,na,0,0,n
121,gɒs.wav,n,0,0,na,0,0,0,n
121,gɒs.wav,n,0,0,0,na,0,0,n
120,gɒs.wav,s,2,-2,na,3,3,3,n
120,gɒs.wav,r,1,1,-3,na,-3,3,n
119,gɒs.wav,r,2,2,na,0,0,0,n
119,gɒs.wav,r,2,2,0,na,0,0,n
118,gɒs.wav,s,2,-2,na,1,1,1,n
118,gɒs.wav,s,1,-1,-1,na,-1,1,n
117,gɒs.wav,s,2,-2,na,1,1,1,n
117,gɒs.wav,s,1,-1,-1,na,-1,1,n
116,gɒs.wav,s,2,-2,na,-1,-1,1,n
116,gɒs.wav,s,3,-3,1,na,1,1,n
114,gɒs.wav,s,2,-2,na,2,2,2,n
114,gɒs.wav,n,0,0,-2,na,-2,2,n
113,gɒs.wav,r,1,1,na,0,0,0,n
113,gɒs.wav,r,1,1,0,na,0,0,n
112,gɒs.wav,s,3,-3,na,0,0,0,n
112,gɒs.wav,s,3,-3,0,na,0,0,n
111,gɒs.wav,s,1,-1,na,3,3,3,n
111,gɒs.wav,r,2,2,-3,na,-3,3,n
110,gɒs.wav,s,2,-2,na,2,2,2,n
110,gɒs.wav,n,0,0,-2,na,-2,2,n
109,gɒs.wav,s,2,-2,na,1,1,1,n
109,gɒs.wav,s,1,-1,-1,na,-1,1,n
107,gɒs.wav,r,1,1,na,-3,-3,3,n
107,gɒs.wav,s,2,-2,3,na,3,3,n
106,gɒs.wav,r,2,2,na,-4,-4,4,n
106,gɒs.wav,s,2,-2,4,na,4,4,n
105,gɒs.wav,n,0,0,na,-2,-2,2,n
105,gɒs.wav,s,2,-2,2,na,2,2,n
104,gɒs.wav,n,0,0,na,0,0,0,n
104,gɒs.wav,n,0,0,0,na,0,0,n
103,gɒs.wav,n,0,0,na,0,0,0,n
103,gɒs.wav,n,0,0,0,na,0,0,n
102,gɒs.wav,s,2,-2,na,2,2,2,n
102,gɒs.wav,n,0,0,-2,na,-2,2,n
101,gɒs.wav,s,1,-1,na,2,2,2,n
101,gɒs.wav,r,1,1,-2,na,-2,2,n
108,gɒs.wav,n,0,0,na,-1,-1,1,n
108,gɒs.wav,s,1,-1,1,na,1,1,n
123,gɒv.wav,r,3,3,na,-1,-1,1,n
123,gɒv.wav,r,2,2,1,na,1,1,n
122,gɒv.wav,r,1,1,na,-1,-1,1,n
122,gɒv.wav,n,0,0,1,na,1,1,n
121,gɒv.wav,n,0,0,na,0,0,0,n
121,gɒv.wav,n,0,0,0,na,0,0,n
120,gɒv.wav,n,0,0,na,-1,-1,1,n
120,gɒv.wav,s,1,-1,1,na,1,1,n
119,gɒv.wav,s,2,-2,na,0,0,0,n
119,gɒv.wav,s,2,-2,0,na,0,0,n
118,gɒv.wav,r,2,2,na,-1,-1,1,n
118,gɒv.wav,r,1,1,1,na,1,1,n
117,gɒv.wav,r,2,2,na,-1,-1,1,n
117,gɒv.wav,r,1,1,1,na,1,1,n
116,gɒv.wav,r,1,1,na,0,0,0,n
116,gɒv.wav,r,1,1,0,na,0,0,n
114,gɒv.wav,s,1,-1,na,0,0,0,n
114,gɒv.wav,s,1,-1,0,na,0,0,n
113,gɒv.wav,n,0,0,na,0,0,0,n
113,gɒv.wav,n,0,0,0,na,0,0,n
112,gɒv.wav,r,1,1,na,0,0,0,n
112,gɒv.wav,r,1,1,0,na,0,0,n
111,gɒv.wav,s,1,-1,na,1,1,1,n
111,gɒv.wav,n,0,0,-1,na,-1,1,n
110,gɒv.wav,n,0,0,na,0,0,0,n
110,gɒv.wav,n,0,0,0,na,0,0,n
109,gɒv.wav,s,1,-1,na,2,2,2,n
109,gɒv.wav,r,1,1,-2,na,-2,2,n
107,gɒv.wav,r,1,1,na,1,1,1,n
107,gɒv.wav,r,2,2,-1,na,-1,1,n
106,gɒv.wav,r,2,2,na,-4,-4,4,n
106,gɒv.wav,s,2,-2,4,na,4,4,n
105,gɒv.wav,s,1,-1,na,2,2,2,n
105,gɒv.wav,r,1,1,-2,na,-2,2,n
104,gɒv.wav,n,0,0,na,0,0,0,n
104,gɒv.wav,n,0,0,0,na,0,0,n
103,gɒv.wav,n,0,0,na,0,0,0,n
103,gɒv.wav,n,0,0,0,na,0,0,n
102,gɒv.wav,r,1,1,na,2,2,2,n
102,gɒv.wav,r,3,3,-2,na,-2,2,n
101,gɒv.wav,s,1,-1,na,2,2,2,n
101,gɒv.wav,r,1,1,-2,na,-2,2,n
108,gɒv.wav,n,0,0,na,0,0,0,n
108,gɒv.wav,n,0,0,0,na,0,0,n
123,gʌs.wav,r,2,2,na,-5,-5,5,n
123,gʌs.wav,s,3,-3,5,na,5,5,n
122,gʌs.wav,n,0,0,na,0,0,0,n
122,gʌs.wav,n,0,0,0,na,0,0,n
121,gʌs.wav,n,0,0,na,0,0,0,n
121,gʌs.wav,n,0,0,0,na,0,0,n
120,gʌs.wav,s,1,-1,na,4,4,4,n
120,gʌs.wav,r,3,3,-4,na,-4,4,n
119,gʌs.wav,s,1,-1,na,3,3,3,n
119,gʌs.wav,r,2,2,-3,na,-3,3,n
118,gʌs.wav,s,2,-2,na,1,1,1,n
118,gʌs.wav,s,1,-1,-1,na,-1,1,n
117,gʌs.wav,r,2,2,na,-3,-3,3,n
117,gʌs.wav,s,1,-1,3,na,3,3,n
116,gʌs.wav,n,0,0,na,-2,-2,2,n
116,gʌs.wav,s,2,-2,2,na,2,2,n
114,gʌs.wav,n,0,0,na,-1,-1,1,n
114,gʌs.wav,s,1,-1,1,na,1,1,n
113,gʌs.wav,r,3,3,na,-4,-4,4,n
113,gʌs.wav,s,1,-1,4,na,4,4,n
112,gʌs.wav,s,1,-1,na,-2,-2,2,n
112,gʌs.wav,s,3,-3,2,na,2,2,n
111,gʌs.wav,r,1,1,na,0,0,0,n
111,gʌs.wav,r,1,1,0,na,0,0,n
110,gʌs.wav,r,2,2,na,-2,-2,2,n
110,gʌs.wav,n,0,0,2,na,2,2,n
109,gʌs.wav,r,1,1,na,-2,-2,2,n
109,gʌs.wav,s,1,-1,2,na,2,2,n
107,gʌs.wav,s,2,-2,na,0,0,0,n
107,gʌs.wav,s,2,-2,0,na,0,0,n
106,gʌs.wav,s,2,-2,na,-1,-1,1,n
106,gʌs.wav,s,3,-3,1,na,1,1,n
105,gʌs.wav,n,0,0,na,0,0,0,n
105,gʌs.wav,n,0,0,0,na,0,0,n
104,gʌs.wav,n,0,0,na,0,0,0,n
104,gʌs.wav,n,0,0,0,na,0,0,n
103,gʌs.wav,n,0,0,na,0,0,0,n
103,gʌs.wav,n,0,0,0,na,0,0,n
102,gʌs.wav,s,1,-1,na,0,0,0,n
102,gʌs.wav,s,1,-1,0,na,0,0,n
101,gʌs.wav,n,0,0,na,-1,-1,1,n
101,gʌs.wav,s,1,-1,1,na,1,1,n
108,gʌs.wav,n,0,0,na,1,1,1,n
108,gʌs.wav,r,1,1,-1,na,-1,1,n
123,lɛv.wav,r,2,2,na,1,1,1,n
123,lɛv.wav,r,3,3,-1,na,-1,1,n
122,lɛv.wav,r,1,1,na,-1,-1,1,n
122,lɛv.wav,n,0,0,1,na,1,1,n
121,lɛv.wav,n,0,0,na,0,0,0,n
121,lɛv.wav,n,0,0,0,na,0,0,n
120,lɛv.wav,n,0,0,na,2,2,2,n
120,lɛv.wav,r,2,2,-2,na,-2,2,n
119,lɛv.wav,s,3,-3,na,6,6,6,n
119,lɛv.wav,r,3,3,-6,na,-6,6,n
118,lɛv.wav,s,2,-2,na,3,3,3,n
118,lɛv.wav,r,1,1,-3,na,-3,3,n
117,lɛv.wav,s,2,-2,na,4,4,4,n
117,lɛv.wav,r,2,2,-4,na,-4,4,n
116,lɛv.wav,s,2,-2,na,0,0,0,n
116,lɛv.wav,s,2,-2,0,na,0,0,n
114,lɛv.wav,n,0,0,na,0,0,0,n
114,lɛv.wav,n,0,0,0,na,0,0,n
113,lɛv.wav,r,3,3,na,-2,-2,2,n
113,lɛv.wav,r,1,1,2,na,2,2,n
112,lɛv.wav,n,0,0,na,0,0,0,n
112,lɛv.wav,n,0,0,0,na,0,0,n
111,lɛv.wav,s,1,-1,na,0,0,0,n
111,lɛv.wav,s,1,-1,0,na,0,0,n
110,lɛv.wav,n,0,0,na,0,0,0,n
110,lɛv.wav,n,0,0,0,na,0,0,n
109,lɛv.wav,r,1,1,na,-2,-2,2,n
109,lɛv.wav,s,1,-1,2,na,2,2,n
107,lɛv.wav,n,0,0,na,0,0,0,n
107,lɛv.wav,n,0,0,0,na,0,0,n
106,lɛv.wav,s,2,-2,na,4,4,4,n
106,lɛv.wav,r,2,2,-4,na,-4,4,n
105,lɛv.wav,s,1,-1,na,-1,-1,1,n
105,lɛv.wav,s,2,-2,1,na,1,1,n
104,lɛv.wav,n,0,0,na,0,0,0,n
104,lɛv.wav,n,0,0,0,na,0,0,n
103,lɛv.wav,n,0,0,na,0,0,0,n
103,lɛv.wav,n,0,0,0,na,0,0,n
102,lɛv.wav,r,1,1,na,0,0,0,n
102,lɛv.wav,r,1,1,0,na,0,0,n
101,lɛv.wav,s,1,-1,na,-1,-1,1,n
101,lɛv.wav,s,2,-2,1,na,1,1,n
108,lɛv.wav,n,0,0,na,1,1,1,n
108,lɛv.wav,r,1,1,-1,na,-1,1,n
123,lug.wav,r,2,2,na,-4,-4,4,n
123,lug.wav,s,2,-2,4,na,4,4,n
122,lug.wav,r,1,1,na,-1,-1,1,n
122,lug.wav,n,0,0,1,na,1,1,n
121,lug.wav,n,0,0,na,0,0,0,n
